transaction_id,date,product_id,customer_id,quantity,unit_price,discount_pct,net_revenue,unit_cost,total_cost
T002714,2024-09-20,P009,C033,1,600,8.0,552.0,420,420
T002715,2024-09-20,P017,C012,10,420,12.0,3696.0,340,3400
T002716,2024-09-20,P012,C004,6,5200,12.0,27456.0,3800,22800
T002717,2024-09-21,P011,C010,1,2600,0.0,2600.0,1800,1800
T002718,2024-09-21,P016,C012,8,2100,8.0,15456.0,1400,11200
T002719,2024-09-21,P002,C027,3,900,10.0,2430.0,650,1950
T002720,2024-09-21,P018,C008,14,78,10.0,982.8,62,868
T002721,2024-09-21,P017,C015,4,420,0.0,1680.0,340,1360
T002722,2024-09-21,P006,C019,2,82,12.0,144.32,55,110
T002723,2024-09-21,P020,C025,7,3100,8.0,19964.0,2200,15400
T002724,2024-09-21,P003,C019,16,1250,0.0,20000.0,900,14400
T002725,2024-09-22,P014,C033,3,260,12.0,686.4,180,540
T002726,2024-09-22,P004,C022,9,340,5.0,2907.0,220,1980
T002727,2024-09-22,P017,C032,5,420,5.0,1995.0,340,1700
T002728,2024-09-22,P014,C027,3,260,12.0,686.4,180,540
T002729,2024-09-22,P011,C039,5,2600,0.0,13000.0,1800,9000
T002730,2024-09-22,P015,C035,8,520,12.0,3660.8,350,2800
T002731,2024-09-22,P001,C007,2,3200,0.0,6400.0,2400,4800
T002732,2024-09-22,P020,C026,9,3100,12.0,24552.0,2200,19800
T002733,2024-09-22,P001,C035,2,3200,12.0,5632.0,2400,4800
T002734,2024-09-22,P009,C014,6,600,0.0,3600.0,420,2520
T002735,2024-09-22,P001,C012,5,3200,0.0,16000.0,2400,12000
T002736,2024-09-23,P016,C008,7,2100,0.0,14700.0,1400,9800
T002737,2024-09-23,P010,C019,1,380,0.0,380.0,260,260
T002738,2024-09-23,P014,C016,1,260,0.0,260.0,180,180
T002739,2024-09-23,P010,C009,1,380,0.0,380.0,260,260
T002740,2024-09-23,P001,C009,1,3200,0.0,3200.0,2400,2400
T002741,2024-09-23,P010,C029,10,380,10.0,3420.0,260,2600
T002742,2024-09-23,P017,C013,2,420,0.0,840.0,340,680
T002743,2024-09-23,P018,C018,2,78,0.0,156.0,62,124
T002744,2024-09-24,P002,C008,5,900,10.0,4050.0,650,3250
T002745,2024-09-24,P020,C020,5,3100,8.0,14260.0,2200,11000
T002746,2024-09-24,P015,C019,4,520,0.0,2080.0,350,1400
T002747,2024-09-24,P012,C007,1,5200,0.0,5200.0,3800,3800
T002748,2024-09-24,P014,C026,5,260,12.0,1144.0,180,900
T002749,2024-09-24,P011,C034,2,2600,5.0,4940.0,1800,3600
T002750,2024-09-24,P001,C025,1,3200,0.0,3200.0,2400,2400
T002751,2024-09-24,P005,C008,7,48,8.0,309.12,32,224
T002752,2024-09-24,P013,C027,1,2900,0.0,2900.0,2100,2100
T002753,2024-09-24,P014,C001,8,260,10.0,1872.0,180,1440
T002754,2024-09-24,P011,C021,1,2600,,2392.0,1800,1800
T002755,2024-09-25,P011,C013,1,2600,8.0,2392.0,1800,1800
T002756,2024-09-25,P007,C001,1,1850,10.0,1665.0,1200,1200
T002757,2024-09-25,P001,C018,1,3200,0.0,3200.0,2400,2400
T002758,2024-09-25,P004,C012,2,340,5.0,646.0,220,440
T002759,2024-09-25,P003,C006,4,1250,0.0,5000.0,900,3600
T002760,2024-09-25,P019,C029,7,230,0.0,1610.0,150,1050
T002761,2024-09-26,P004,C013,6,340,0.0,2040.0,220,1320
T002762,2024-09-26,P008,C005,9,6200,12.0,49104.0,4200,37800
T002763,2024-09-26,P020,C028,6,3100,8.0,17112.0,2200,13200
T002764,2024-09-26,P003,C036,6,1250,10.0,6750.0,900,5400
T002765,2024-09-26,P013,C014,6,2900,5.0,16530.0,2100,12600
T002766,2024-09-26,P016,C037,8,2100,0.0,16800.0,1400,11200
T002767,2024-09-26,P018,C040,14,78,0.0,1092.0,62,868
T002768,2024-09-26,P009,C015,7,600,5.0,3990.0,420,2940
T002769,2024-09-26,P010,C032,4,380,0.0,1520.0,260,1040
T002770,2024-09-26,P014,C015,3,260,0.0,780.0,180,540
T002771,2024-09-26,P015,C011,3,520,8.0,1435.2,350,1050
T002772,2024-09-26,P011,C028,5,2600,0.0,13000.0,1800,9000
T002773,2024-09-26,P001,C031,11,3200,0.0,35200.0,2400,26400
T002774,2024-09-26,P015,C020,8,520,12.0,3660.8,350,2800
T002775,2024-09-26,P001,C037,11,3200,5.0,33440.0,2400,26400
T002776,2024-09-26,P004,C029,5,340,10.0,1530.0,220,1100
T002777,2024-09-27,P011,C004,8,2600,5.0,19760.0,1800,14400
T002778,2024-09-27,P017,C025,3,420,8.0,1159.2,340,1020
T002779,2024-09-27,P007,C010,10,1850,5.0,17575.0,1200,12000
T002780,2024-09-27,P020,C014,5,3100,12.0,13640.0,2200,11000
T002781,2024-09-27,P002,C028,4,900,5.0,3420.0,650,2600
T002782,2024-09-27,P008,C009,7,6200,10.0,39060.0,4200,29400
T002783,2024-09-27,P020,C040,8,3100,12.0,21824.0,2200,17600
T002784,2024-09-27,P018,C029,2,78,10.0,140.4,62,124
T002785,2024-09-27,P015,C035,7,520,5.0,3458.0,350,2450
T002786,2024-09-27,P002,C004,4,900,10.0,3240.0,650,2600
T002787,2024-09-27,P004,C039,15,340,0.0,5100.0,220,3300
T002788,2024-09-27,P009,C030,1,600,5.0,570.0,420,420
T002789,2024-09-27,P002,C008,8,900,12.0,6336.0,650,5200
T002790,2024-09-27,P015,C034,10,520,10.0,4680.0,350,3500
T002791,2024-09-27,P011,C001,1,2600,0.0,2600.0,1800,1800
T002792,2024-09-28,P002,C017,1,900,10.0,810.0,650,650
T002793,2024-09-28,P005,C006,8,48,8.0,353.28,32,256
T002794,2024-09-28,P003,C004,16,1250,0.0,20000.0,900,14400
T002795,2024-09-28,P017,C008,10,420,0.0,4200.0,340,3400
T002796,2024-09-28,P012,C010,6,5200,8.0,28704.0,3800,22800
T002797,2024-09-28,P016,C023,5,2100,0.0,10500.0,1400,7000
T002798,2024-09-29,P008,C017,9,6200,0.0,55800.0,4200,37800
T002799,2024-09-29,P010,C016,5,380,10.0,1710.0,260,1300
T002800,2024-09-29,P019,C032,2,230,12.0,404.8,150,300
T002801,2024-09-29,P017,C027,5,420,10.0,1890.0,340,1700
T002802,2024-09-29,P010,C001,3,380,5.0,1083.0,260,780
T002803,2024-09-29,P014,C025,2,260,10.0,468.0,180,360
T002804,2024-09-29,P006,C002,5,82,0.0,410.0,55,275
T002805,2024-09-29,P008,C030,1,6200,12.0,5456.0,4200,4200
T002806,2024-09-29,P007,C029,18,1850,0.0,33300.0,1200,21600
T002807,2024-09-29,P018,C033,3,78,8.0,215.28,62,186
T002808,2024-09-29,P013,C014,4,2900,12.0,10208.0,2100,8400
T002809,2024-09-30,P008,C028,1,6200,10.0,5580.0,4200,4200
T002810,2024-09-30,P019,C004,3,230,12.0,607.2,150,450
T002811,2024-09-30,P006,C018,7,82,0.0,574.0,55,385
T002812,2024-09-30,P010,C008,10,380,12.0,3344.0,260,2600
T002813,2024-09-30,P002,C023,8,900,0.0,7200.0,650,5200
T002814,2024-09-30,P002,C005,4,900,8.0,3312.0,650,2600
T002815,2024-09-30,P009,C001,8,600,0.0,4800.0,420,3360
T002816,2024-09-30,P006,C024,2,82,12.0,144.32,55,110
T002817,2024-09-30,P010,C027,4,380,12.0,1337.6,260,1040
T002818,2024-10-01,P002,C011,3,900,0.0,2700.0,650,1950
T002819,2024-10-01,P015,C006,6,520,8.0,2870.4,350,2100
T002820,2024-10-01,P008,C022,2,6200,0.0,12400.0,4200,8400
T002821,2024-10-01,P005,C016,3,48,0.0,144.0,32,96
T002822,2024-10-01,P004,C007,13,340,10.0,3978.0,220,2860
T002823,2024-10-01,P007,C024,4,1850,0.0,7400.0,1200,4800
T002824,2024-10-01,P007,C010,8,1850,12.0,13024.0,1200,9600
T002825,2024-10-01,P011,C003,13,2600,0.0,33800.0,1800,23400
T002826,2024-10-01,P016,C012,6,2100,10.0,11340.0,1400,8400
T002827,2024-10-01,P005,C029,1,48,5.0,45.6,32,32
T002828,2024-10-01,P015,C037,4,520,0.0,2080.0,350,1400
T002829,2024-10-02,P017,C008,6,420,5.0,2394.0,340,2040
T002830,2024-10-02,P011,C023,10,2600,5.0,24700.0,1800,18000
T002831,2024-10-02,P008,C021,2,6200,0.0,12400.0,4200,8400
T002832,2024-10-02,P011,C007,4,2600,8.0,9568.0,1800,7200
T002833,2024-10-02,P004,C039,4,340,5.0,1292.0,220,880
T002834,2024-10-02,P012,C035,3,5200,0.0,15600.0,3800,11400
T002835,2024-10-02,P012,C004,4,5200,12.0,18304.0,3800,15200
T002836,2024-10-02,P017,C029,12,420,0.0,5040.0,340,4080
T002837,2024-10-02,P011,C010,3,2600,0.0,7800.0,1800,5400
T002838,2024-10-02,P010,C009,13,380,12.0,4347.2,260,3380
T002839,2024-10-03,P001,C036,3,3200,0.0,9600.0,2400,7200
T002840,2024-10-03,P002,C028,11,900,5.0,9405.0,650,7150
T002841,2024-10-03,P012,C023,4,5200,12.0,18304.0,3800,15200
T002842,2024-10-03,P007,C007,3,1850,0.0,5550.0,1200,3600
T002843,2024-10-03,P004,C022,1,340,0.0,340.0,220,220
T002844,2024-10-03,P002,C040,22,900,0.0,19800.0,650,14300
T002845,2024-10-03,P011,C029,5,2600,5.0,12350.0,1800,9000
T002846,2024-10-03,P019,C001,13,230,10.0,2691.0,150,1950
T002847,2024-10-04,P012,C029,12,5200,8.0,57408.0,3800,45600
T002848,2024-10-04,P020,C034,11,3100,0.0,34100.0,2200,24200
T002849,2024-10-04,P015,C036,7,520,5.0,3458.0,350,2450
T002850,2024-10-04,P015,C037,4,520,0.0,2080.0,350,1400
T002851,2024-10-04,P020,C036,5,3100,10.0,13950.0,2200,11000
T002852,2024-10-04,P016,C028,5,2100,5.0,9975.0,1400,7000
T002853,2024-10-04,P010,C034,9,380,10.0,3078.0,260,2340
T002854,2024-10-04,P006,C013,1,82,0.0,82.0,55,55
T002855,2024-10-04,P017,C021,2,420,0.0,840.0,340,680
T002856,2024-10-04,P015,C035,2,520,0.0,1040.0,350,700
T002857,2024-10-04,P016,C037,5,2100,10.0,9450.0,1400,7000
T002858,2024-10-05,P014,C017,9,260,10.0,2106.0,180,1620
T002859,2024-10-05,P004,C021,3,340,0.0,1020.0,220,660
T002860,2024-10-05,P008,C036,7,6200,8.0,39928.0,4200,29400
T002861,2024-10-05,P010,C012,9,380,0.0,3420.0,260,2340
T002862,2024-10-05,P009,C016,1,600,0.0,600.0,420,420
T002863,2024-10-05,P002,C022,1,900,0.0,900.0,650,650
T002864,2024-10-05,P013,C040,5,2900,0.0,14500.0,2100,10500
T002865,2024-10-05,P017,C007,3,420,10.0,1134.0,340,1020
T002866,2024-10-05,P018,C039,11,78,0.0,858.0,62,682
T002867,2024-10-05,P015,C003,5,520,0.0,2600.0,350,1750
T002868,2024-10-05,P015,C017,10,520,5.0,4940.0,350,3500
T002869,2024-10-05,P020,C039,4,3100,0.0,12400.0,2200,8800
T002870,2024-10-05,P011,C040,-1,2600,0.0,2600.0,1800,1800
T002871,2024-10-05,P019,C008,4,230,0.0,920.0,150,600
T002872,2024-10-05,P014,C031,6,260,5.0,1482.0,180,1080
T002873,2024-10-05,P010,C030,2,380,10.0,684.0,260,520
T002874,2024-10-06,P004,C023,6,340,0.0,2040.0,220,1320
T002875,2024-10-06,P008,C005,4,6200,0.0,24800.0,4200,16800
T002876,2024-10-06,P014,C025,2,260,0.0,520.0,180,360
T002877,2024-10-06,P005,C030,3,48,0.0,144.0,32,96
T002878,2024-10-06,P001,C029,3,3200,0.0,9600.0,2400,7200
T002879,2024-10-06,P007,C015,8,1850,8.0,13616.0,1200,9600
T002880,2024-10-06,P017,C018,4,420,0.0,1680.0,340,1360
T002881,2024-10-06,P007,C024,-1,1850,8.0,8510.0,1200,6000
T002882,2024-10-06,P007,C023,2,1850,10.0,3330.0,1200,2400
T002883,2024-10-06,P003,C016,7,1250,8.0,8050.0,900,6300
T002884,2024-10-06,P001,C023,3,3200,0.0,9600.0,2400,7200
T002885,2024-10-06,P020,C032,1,3100,,2790.0,2200,2200
T002886,2024-10-06,P004,C032,2,340,8.0,625.6,220,440
T002887,2024-10-07,P001,C013,5,3200,10.0,14400.0,2400,12000
T002888,2024-10-07,P004,C002,10,340,10.0,3060.0,220,2200
T002889,2024-10-07,P019,C024,8,230,10.0,1656.0,150,1200
T002890,2024-10-07,P017,C001,9,420,12.0,3326.4,340,3060
T002891,2024-10-07,P001,C022,-1,3200,5.0,9120.0,2400,7200
T002892,2024-10-07,P005,C015,1,48,12.0,42.24,32,32
T002893,2024-10-08,P003,C024,3,1250,5.0,3562.5,900,2700
T002894,2024-10-08,P002,C040,4,900,12.0,3168.0,650,2600
T002895,2024-10-08,P016,C030,3,2100,12.0,5544.0,1400,4200
T002896,2024-10-08,P005,C026,1,48,0.0,48.0,32,32
T002897,2024-10-08,P019,C016,9,230,0.0,2070.0,150,1350
T002898,2024-10-08,P019,C037,5,230,0.0,1150.0,150,750
T002899,2024-10-08,P014,C012,6,260,12.0,1372.8,180,1080
T002900,2024-10-08,P016,C036,6,2100,12.0,11088.0,1400,8400
T002901,2024-10-09,P003,C012,8,1250,0.0,10000.0,900,7200
T002902,2024-10-09,P019,C018,9,230,12.0,1821.6,150,1350
T002903,2024-10-09,P002,C020,1,900,0.0,900.0,650,650
T002904,2024-10-09,P020,C004,8,3100,0.0,24800.0,2200,17600
T002905,2024-10-09,P015,C036,14,520,12.0,6406.4,350,4900
T002906,2024-10-09,P016,C024,1,2100,12.0,1848.0,1400,1400
T002907,2024-10-09,P006,C009,6,82,8.0,452.64,55,330
T002908,2024-10-09,P015,C018,4,520,0.0,2080.0,350,1400
T002909,2024-10-09,P004,C007,5,340,0.0,1700.0,220,1100
T002910,2024-10-09,P007,C002,23,1850,12.0,37444.0,1200,27600
T002911,2024-10-09,P014,C002,9,260,12.0,2059.2,180,1620
T002912,2024-10-09,P004,C015,4,340,12.0,1196.8,220,880
T002913,2024-10-10,P003,C036,10,1250,5.0,11875.0,900,9000
T002914,2024-10-10,P006,C011,3,82,12.0,216.48,55,165
T002915,2024-10-10,P014,C027,3,260,12.0,686.4,180,540
T002916,2024-10-10,P010,C028,5,380,10.0,1710.0,260,1300
T002917,2024-10-10,P007,C019,2,1850,5.0,3515.0,1200,2400
T002918,2024-10-10,P005,C019,3,48,8.0,132.48,32,96
T002919,2024-10-10,P008,C014,1,6200,0.0,6200.0,4200,4200
T002920,2024-10-10,P006,C016,5,82,,410.0,55,275
T002921,2024-10-10,P008,C032,12,6200,10.0,66960.0,4200,50400
T002922,2024-10-10,P020,C015,9,3100,10.0,25110.0,2200,19800
T002923,2024-10-10,P015,C004,1,520,10.0,468.0,350,350
T002924,2024-10-10,P013,C024,7,2900,0.0,20300.0,2100,14700
T002925,2024-10-10,P008,C012,18,6200,0.0,111600.0,4200,75600
T002926,2024-10-10,P003,C028,6,1250,0.0,7500.0,900,5400
T002927,2024-10-10,P009,C037,1,600,12.0,528.0,420,420
T002928,2024-10-10,P003,C032,6,1250,10.0,6750.0,900,5400
T002929,2024-10-10,P008,C022,7,6200,10.0,39060.0,4200,29400
T002930,2024-10-11,P014,C026,4,260,0.0,1040.0,180,720
T002931,2024-10-11,P009,C034,4,600,5.0,2280.0,420,1680
T002932,2024-10-11,P003,C030,7,1250,0.0,8750.0,900,6300
T002933,2024-10-11,P020,C040,5,3100,5.0,14725.0,2200,11000
T002934,2024-10-11,P018,C014,1,78,0.0,78.0,62,62
T002935,2024-10-11,P002,C030,5,900,0.0,4500.0,650,3250
T002936,2024-10-11,P010,C037,2,380,5.0,722.0,260,520
T002937,2024-10-11,P014,C020,11,260,0.0,2860.0,180,1980
T002938,2024-10-11,P011,C003,1,2600,12.0,2288.0,1800,1800
T002939,2024-10-11,P008,C019,3,6200,0.0,18600.0,4200,12600
T002940,2024-10-11,P006,C009,2,82,0.0,164.0,55,110
T002941,2024-10-11,P004,C022,2,340,0.0,680.0,220,440
T002942,2024-10-11,P005,C029,1,48,12.0,42.24,32,32
T002943,2024-10-11,P006,C035,6,82,10.0,442.8,55,330
T002944,2024-10-11,P019,C018,12,230,0.0,2760.0,150,1800
T002945,2024-10-11,P016,C038,7,2100,0.0,14700.0,1400,9800
T002946,2024-10-11,P002,C002,7,900,0.0,6300.0,650,4550
T002947,2024-10-11,P013,C009,1,2900,12.0,2552.0,2100,2100
T002948,2024-10-12,P020,C004,19,3100,10.0,53010.0,2200,41800
T002949,2024-10-12,P017,C003,5,420,5.0,1995.0,340,1700
T002950,2024-10-12,P011,C019,5,2600,12.0,11440.0,1800,9000
T002951,2024-10-12,P009,C004,11,600,8.0,6072.0,420,4620
T002952,2024-10-12,P012,C004,2,5200,12.0,9152.0,3800,7600
T002953,2024-10-12,P009,C013,2,600,0.0,1200.0,420,840
T002954,2024-10-12,P004,C002,3,340,12.0,897.6,220,660
T002955,2024-10-12,P009,C008,1,600,10.0,540.0,420,420
T002956,2024-10-12,P010,C017,5,380,5.0,1805.0,260,1300
T002957,2024-10-12,P010,C020,4,380,10.0,1368.0,260,1040
T002958,2024-10-12,P002,C035,2,900,12.0,1584.0,650,1300
T002959,2024-10-12,P009,C039,2,600,12.0,1056.0,420,840
T002960,2024-10-12,P013,C002,8,2900,10.0,20880.0,2100,16800
T002961,2024-10-12,P007,C024,3,1850,0.0,5550.0,1200,3600
T002962,2024-10-13,P020,C025,11,3100,0.0,34100.0,2200,24200
T002963,2024-10-13,P003,C015,2,1250,10.0,2250.0,900,1800
T002964,2024-10-13,P002,C011,8,900,0.0,7200.0,650,5200
T002965,2024-10-13,P020,C002,3,3100,10.0,8370.0,2200,6600
T002966,2024-10-13,P009,C009,3,600,0.0,1800.0,420,1260
T002967,2024-10-13,P003,C027,4,1250,8.0,4600.0,900,3600
T002968,2024-10-13,P019,C003,3,230,8.0,634.8,150,450
T002969,2024-10-13,P010,C029,4,380,0.0,1520.0,260,1040
T002970,2024-10-13,P008,C027,11,6200,5.0,64790.0,4200,46200
T002971,2024-10-13,P002,C033,2,900,0.0,1800.0,650,1300
T002972,2024-10-13,P009,C039,4,600,12.0,2112.0,420,1680
T002973,2024-10-14,P001,C006,2,3200,0.0,6400.0,2400,4800
T002974,2024-10-14,P008,C023,16,6200,0.0,99200.0,4200,67200
T002975,2024-10-14,P018,C015,4,78,8.0,287.04,62,248
T002976,2024-10-14,P002,C004,2,900,0.0,1800.0,650,1300
T002977,2024-10-14,P012,C011,5,5200,10.0,23400.0,3800,19000
T002978,2024-10-14,P016,C001,14,2100,10.0,26460.0,1400,19600
T002979,2024-10-14,P011,C033,5,2600,12.0,11440.0,1800,9000
T002980,2024-10-14,P011,C009,11,2600,0.0,28600.0,1800,19800
T002981,2024-10-14,P018,C036,2,78,0.0,156.0,62,124
T002982,2024-10-15,P002,C019,11,900,12.0,8712.0,650,7150
T002983,2024-10-15,P019,C038,7,230,0.0,1610.0,150,1050
T002984,2024-10-15,P017,C040,6,420,0.0,2520.0,340,2040
T002985,2024-10-15,P012,C010,8,5200,12.0,36608.0,3800,30400
T002986,2024-10-15,P012,C031,7,5200,10.0,32760.0,3800,26600
T002987,2024-10-15,P019,C002,4,230,5.0,874.0,150,600
T002988,2024-10-15,P008,C029,2,6200,10.0,11160.0,4200,8400
T002989,2024-10-15,P019,C039,1,230,5.0,218.5,150,150
T002990,2024-10-15,P007,C015,7,1850,0.0,12950.0,1200,8400
T002991,2024-10-15,P003,C011,4,1250,5.0,4750.0,900,3600
T002992,2024-10-15,P004,C016,3,340,8.0,938.4,220,660
T002993,2024-10-15,P003,C020,7,1250,0.0,8750.0,900,6300
T002994,2024-10-15,P004,C040,5,340,0.0,1700.0,220,1100
T002995,2024-10-16,P010,C006,3,380,0.0,1140.0,260,780
T002996,2024-10-16,P012,C038,1,5200,8.0,4784.0,3800,3800
T002997,2024-10-16,P011,C018,2,2600,8.0,4784.0,1800,3600
T002998,2024-10-16,P018,C037,8,78,0.0,624.0,62,496
T002999,2024-10-16,P017,C033,2,420,0.0,840.0,340,680
T003000,2024-10-16,P020,C006,3,3100,0.0,9300.0,2200,6600
T003001,2024-10-16,P020,C011,15,3100,8.0,42780.0,2200,33000
T003002,2024-10-16,P011,C005,8,2600,12.0,18304.0,1800,14400
T003003,2024-10-16,P009,C019,2,600,0.0,1200.0,420,840
T003004,2024-10-17,P008,C010,11,6200,0.0,68200.0,4200,46200
T003005,2024-10-17,P015,C014,5,520,0.0,2600.0,350,1750
T003006,2024-10-17,P012,C019,4,5200,12.0,18304.0,3800,15200
T003007,2024-10-17,P008,C030,11,6200,5.0,64790.0,4200,46200
T003008,2024-10-17,P009,C018,4,600,0.0,2400.0,420,1680
T003009,2024-10-17,P018,C015,12,78,0.0,936.0,62,744
T003010,2024-10-17,P018,C006,1,78,0.0,78.0,62,62
T003011,2024-10-17,P018,C005,5,78,0.0,390.0,62,310
T003012,2024-10-17,P008,C040,6,6200,10.0,33480.0,4200,25200
T003013,2024-10-17,P003,C015,4,1250,0.0,5000.0,900,3600
T003014,2024-10-18,P001,C019,7,3200,12.0,19712.0,2400,16800
T003015,2024-10-18,P007,C025,3,1850,12.0,4884.0,1200,3600
T003016,2024-10-18,P006,C026,7,82,8.0,528.08,55,385
T003017,2024-10-18,P009,C015,1,600,12.0,528.0,420,420
T003018,2024-10-18,P015,C018,5,520,8.0,2392.0,350,1750
T003019,2024-10-18,P006,C035,4,82,10.0,295.2,55,220
T003020,2024-10-18,P010,C028,2,380,0.0,760.0,260,520
T003021,2024-10-19,P020,C023,2,3100,0.0,6200.0,2200,4400
T003022,2024-10-19,P008,C032,7,6200,8.0,39928.0,4200,29400
T003023,2024-10-19,P003,C010,8,1250,10.0,9000.0,900,7200
T003024,2024-10-19,P013,C017,11,2900,0.0,31900.0,2100,23100
T003025,2024-10-19,P014,C037,4,260,0.0,1040.0,180,720
T003026,2024-10-19,P005,C022,9,48,0.0,432.0,32,288
T003027,2024-10-19,P006,C023,8,82,0.0,656.0,55,440
T003028,2024-10-20,P017,C039,1,420,5.0,399.0,340,340
T003029,2024-10-20,P016,C034,2,2100,8.0,3864.0,1400,2800
T003030,2024-10-20,P004,C023,3,340,0.0,1020.0,220,660
T003031,2024-10-20,P015,C020,1,520,0.0,520.0,350,350
T003032,2024-10-20,P001,C005,5,3200,0.0,16000.0,2400,12000
T003033,2024-10-20,P005,C003,4,48,5.0,182.4,32,128
T003034,2024-10-20,P016,C011,1,2100,5.0,1995.0,1400,1400
T003035,2024-10-20,P013,C018,7,2900,0.0,20300.0,2100,14700
T003036,2024-10-20,P020,C002,4,3100,0.0,12400.0,2200,8800
T003037,2024-10-20,P017,C022,4,420,0.0,1680.0,340,1360
T003038,2024-10-20,P017,C035,14,420,10.0,5292.0,340,4760
T003039,2024-10-20,P007,C026,4,1850,5.0,7030.0,1200,4800
T003040,2024-10-21,P008,C004,12,6200,0.0,74400.0,4200,50400
T003041,2024-10-21,P004,C002,10,340,0.0,3400.0,220,2200
T003042,2024-10-21,P018,C006,5,78,8.0,358.8,62,310
T003043,2024-10-21,P005,C009,9,48,12.0,380.16,32,288
T003044,2024-10-21,P013,C008,14,2900,5.0,38570.0,2100,29400
T003045,2024-10-21,P002,C004,3,900,0.0,2700.0,650,1950
T003046,2024-10-21,P015,C035,2,520,10.0,936.0,350,700
T003047,2024-10-21,P020,C029,10,3100,8.0,28520.0,2200,22000
T003048,2024-10-21,P019,C013,4,230,0.0,920.0,150,600
T003049,2024-10-21,P012,C029,3,5200,0.0,15600.0,3800,11400
T003050,2024-10-21,P007,C024,5,1850,0.0,9250.0,1200,6000
T003051,2024-10-21,P005,C008,5,48,8.0,220.8,32,160
T003052,2024-10-21,P017,C005,5,420,5.0,1995.0,340,1700
T003053,2024-10-21,P012,C039,4,5200,0.0,20800.0,3800,15200
T003054,2024-10-22,P005,C007,9,48,10.0,388.8,32,288
T003055,2024-10-22,P019,C007,12,230,0.0,2760.0,150,1800
T003056,2024-10-22,P004,C006,2,340,0.0,680.0,220,440
T003057,2024-10-22,P004,C040,3,340,0.0,1020.0,220,660
T003058,2024-10-22,P007,C013,1,1850,0.0,1850.0,1200,1200
T003059,2024-10-22,P018,C011,9,78,8.0,645.84,62,558
T003060,2024-10-22,P009,C005,4,600,0.0,2400.0,420,1680
T003061,2024-10-22,P005,C027,7,48,10.0,302.4,32,224
T003062,2024-10-22,P007,C040,5,1850,8.0,8510.0,1200,6000
T003063,2024-10-22,P010,C037,5,380,0.0,1900.0,260,1300
T003064,2024-10-22,P007,C037,2,1850,8.0,3404.0,1200,2400
T003065,2024-10-23,P004,C006,2,340,10.0,612.0,220,440
T003066,2024-10-23,P008,C020,7,6200,0.0,43400.0,4200,29400
T003067,2024-10-23,P002,C004,15,900,12.0,11880.0,650,9750
T003068,2024-10-23,P020,C003,12,3100,5.0,35340.0,2200,26400
T003069,2024-10-23,P014,C036,16,260,8.0,3827.2,180,2880
T003070,2024-10-23,P018,C040,6,78,0.0,468.0,62,372
T003071,2024-10-23,P003,C007,1,1250,10.0,1125.0,900,900
T003072,2024-10-23,P010,C027,1,380,0.0,380.0,260,260
T003073,2024-10-23,P011,C025,3,2600,5.0,7410.0,1800,5400
T003074,2024-10-23,P015,C014,2,520,0.0,1040.0,350,700
T003075,2024-10-23,P003,C008,3,1250,0.0,3750.0,900,2700
T003076,2024-10-23,P016,C001,4,2100,10.0,7560.0,1400,5600
T003077,2024-10-23,P013,C028,4,2900,10.0,10440.0,2100,8400
T003078,2024-10-23,P005,C031,4,48,8.0,176.64,32,128
T003079,2024-10-23,P010,C025,19,380,8.0,6642.4,260,4940
T003080,2024-10-23,P008,C014,4,6200,0.0,24800.0,4200,16800
T003081,2024-10-23,P016,C032,6,2100,10.0,11340.0,1400,8400
T003082,2024-10-23,P007,C029,3,1850,0.0,5550.0,1200,3600
T003083,2024-10-23,P013,C025,1,2900,10.0,2610.0,2100,2100
T003084,2024-10-24,P009,C013,4,600,0.0,2400.0,420,1680
T003085,2024-10-24,P017,C018,4,420,0.0,1680.0,340,1360
T003086,2024-10-24,P003,C004,3,1250,0.0,3750.0,900,2700
T003087,2024-10-24,P003,C024,1,1250,10.0,1125.0,900,900
T003088,2024-10-24,P005,C003,8,48,0.0,384.0,32,256
T003089,2024-10-24,P004,C008,2,340,0.0,680.0,220,440
T003090,2024-10-24,P001,C014,5,3200,10.0,14400.0,2400,12000
T003091,2024-10-24,P012,C039,2,5200,8.0,9568.0,3800,7600
T003092,2024-10-24,P012,C001,3,5200,10.0,14040.0,3800,11400
T003093,2024-10-25,P007,C011,1,1850,0.0,1850.0,1200,1200
T003094,2024-10-25,P002,C006,8,900,0.0,7200.0,650,5200
T003095,2024-10-25,P012,C029,4,5200,0.0,20800.0,3800,15200
T003096,2024-10-25,P009,C017,3,600,10.0,1620.0,420,1260
T003097,2024-10-25,P001,C003,10,3200,12.0,28160.0,2400,24000
T003098,2024-10-25,P015,C030,2,520,0.0,1040.0,350,700
T003099,2024-10-25,P016,C033,11,2100,8.0,21252.0,1400,15400
T003100,2024-10-26,P006,C022,4,82,8.0,301.76,55,220
T003101,2024-10-26,P011,C011,3,2600,0.0,7800.0,1800,5400
T003102,2024-10-26,P008,C021,3,6200,12.0,16368.0,4200,12600
T003103,2024-10-26,P014,C015,1,260,8.0,239.2,180,180
T003104,2024-10-26,P004,C037,6,340,0.0,2040.0,220,1320
T003105,2024-10-26,P007,C019,3,1850,8.0,5106.0,1200,3600
T003106,2024-10-27,P005,C028,1,48,10.0,43.2,32,32
T003107,2024-10-27,P007,C018,13,1850,10.0,21645.0,1200,15600
T003108,2024-10-27,P013,C004,3,2900,0.0,8700.0,2100,6300
